# file...... Meter_645_B_Power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_B:measured_power,xfmr_meter_645_B_1:measured_power,xfmr_meter_645_B_2:measured_power,xfmr_meter_645_B_3:measured_power,xfmr_meter_645_B_4:measured_power,xfmr_meter_645_B_5:measured_power,house_meter_645_B_1:measured_power,house_meter_645_B_2:measured_power,house_meter_645_B_3:measured_power,house_meter_645_B_4:measured_power,house_meter_645_B_5:measured_power,house_meter_645_B_6:measured_power,house_meter_645_B_7:measured_power,house_meter_645_B_8:measured_power,house_meter_645_B_9:measured_power,house_meter_645_B_10:measured_power,house_meter_645_B_11:measured_power,house_meter_645_B_12:measured_power,house_meter_645_B_13:measured_power,house_meter_645_B_14:measured_power,house_meter_645_B_15:measured_power,house_meter_645_B_16:measured_power,house_meter_645_B_17:measured_power,house_meter_645_B_18:measured_power,house_meter_645_B_19:measured_power,house_meter_645_B_20:measured_power,house_meter_645_B_21:measured_power,house_meter_645_B_22:measured_power,house_meter_645_B_23:measured_power
2021-01-11 06:45:00 PST,+247374+6138.19j,+2440.89+1.12953j,+7728.87+11.2866j,+63727.5+865.495j,+167257+5235.45j,+6206.02+7.39917j,+200.008+0.000939392d,+480.047+0.00225494d,+200.008+0.000939392d,+400.033+0.00187902d,+320.021+0.00150314d,+240.012+0.0011273d,+160.005+0.000751493d,+440.04+0.00206698d,+600.074+0.00282164d,+1120.26+0.00526875d,+840.145+0.00395088d,+1040.22+0.00489217d,+440.04+0.002069d,+1040.22+0.00489217d,+1560.5+0.00734061d,+1080.24+0.00508046d,+1120.26+0.00532451d,+1520.48+0.00722792d,+880.16+0.00418292d,+600.075+0.00285149d,+1000.21+0.00475367d,+21738.7+0.104216d,+19438.8+0.0931d
2021-01-11 07:00:00 PST,+253464+6217.39j,+2961.36+1.68215j,+9733.9+17.8534j,+69824.3+994.491j,+166368+5181.58j,+4563.35+4.04305j,+440.04+0.00206982d,+360.027+0.00169341d,+360.027+0.00169341d,+800.131+0.00376415d,+280.016+0.00131703d,+160.005+0.000752535d,+320.021+0.00150522d,+240.012+0.00112886d,+1480.45+0.00697533d,+1560.5+0.00735274d,+1360.38+0.00640929d,+1160.28+0.00546607d,+440.04+0.00207242d,+1120.26+0.00527746d,+1440.43+0.00678664d,+1160.28+0.00546607d,+1720.61+0.00820001d,+1440.43+0.00686393d,+1680.59+0.00800912d,+1360.38+0.00648228d,+8013.37+0.0382899d,+21254.6+0.102125d,+16940+0.0812464d
2021-01-11 07:15:00 PST,+231953+5255.72j,+2480.96+1.18076j,+7207.52+9.73049j,+61401.8+792.726j,+153883+4427.54j,+6968.34+9.61744j,+160.005+0.000750393d,+560.064+0.00262702d,+520.055+0.00243932d,+200.008+0.000938015d,+160.005+0.000750393d,+440.04+0.00206393d,+280.016+0.00131328d,+160.005+0.000750393d,+1320.36+0.00620055d,+960.189+0.00450849d,+1000.2+0.00469646d,+640.084+0.00300507d,+800.131+0.00375671d,+760.118+0.00356879d,+880.158+0.00413258d,+840.144+0.00394464d,+880.16+0.00417478d,+840.146+0.00398492d,+1320.36+0.00626388d,+1040.22+0.00493432d,+2561.36+0.0121575d,+20769.9+0.099335d,+16617.4+0.0793373d
2021-01-11 07:30:00 PST,+225590+5068.55j,+1680.41+0.53056j,+6365.84+7.57398j,+54290.3+625.316j,+153463+4400.36j,+9779.96+20.3518j,+160.005+0.000749656d,+320.021+0.00149946d,+280.016+0.00131199d,+240.012+0.00112454d,+160.005+0.000749656d,+160.005+0.000749656d,+160.005+0.000749656d,+200.008+0.000937093d,+640.084+0.0030021d,+960.188+0.00450403d,+800.131+0.00375299d,+760.118+0.00356525d,+520.055+0.00243902d,+840.144+0.00394073d,+960.188+0.00450403d,+880.158+0.00412849d,+760.119+0.00359733d,+960.19+0.00454456d,+720.107+0.00340792d,+800.132+0.00378676d,+4203.65+0.0199225d,+16657.6+0.0793551d,+8535.07+0.0405231d
2021-01-11 07:45:00 PST,+214982+4674.68j,+1840.5+0.639106j,+4723.25+4.19297j,+55706.5+669.213j,+145735+3978.17j,+6967.29+9.21169j,+160.005+0.000752043d,+160.005+0.000752043d,+200.008+0.000940076d,+360.027+0.0016923d,+280.016+0.00131617d,+160.005+0.000752043d,+240.012+0.00112812d,+280.016+0.00131617d,+560.064+0.00263419d,+560.064+0.00263419d,+600.074+0.00282242d,+680.095+0.0031989d,+280.016+0.00131687d,+720.106+0.00338715d,+760.118+0.00357541d,+560.064+0.00263419d,+560.065+0.0026595d,+880.16+0.00418004d,+640.085+0.00303958d,+520.056+0.00246947d,+2801.62+0.013316d,+19196.8+0.0918676d,+9458.57+0.0450807d
2021-01-11 08:00:00 PST,+211790+4401.73j,+2761.15+1.45022j,+4603.13+4.00635j,+54524.9+628.658j,+141040+3740.13j,+8852.01+14.9917j,+240.012+0.00113127d,+520.056+0.00245151d,+200.008+0.000942703d,+400.033+0.00188564d,+320.021+0.00150844d,+160.005+0.000754144d,+400.033+0.00188564d,+520.056+0.00245151d,+680.095+0.00320723d,+560.064+0.00264105d,+360.027+0.00169761d,+600.074+0.00282977d,+280.016+0.0013203d,+680.095+0.00320723d,+840.145+0.00396226d,+600.074+0.00282977d,+800.133+0.00380905d,+640.085+0.00304694d,+760.12+0.00361851d,+600.075+0.00285643d,+5365.98+0.0255934d,+18713.2+0.0897533d,+8976.77+0.0428797d
2021-01-11 08:15:00 PST,+207333+4434.34j,+3001.37+1.71915j,+6406.06+7.75928j,+45484.6+462.985j,+144822+3937.95j,+7609.5+11.328j,+520.056+0.00245183d,+400.033+0.00188589d,+280.016+0.00132002d,+680.095+0.00320656d,+160.005+0.000754244d,+240.012+0.00113142d,+400.033+0.00188589d,+320.021+0.00150863d,+640.084+0.00301977d,+880.159+0.0041528d,+800.132+0.00377508d,+520.056+0.00245338d,+520.056+0.00245338d,+840.145+0.00396393d,+1280.34+0.00604192d,+920.174+0.00434167d,+920.175+0.00437364d,+720.107+0.00342243d,+760.12+0.00361265d,+640.085+0.00304201d,+920.175+0.00437364d,+17463.6+0.0835795d,+4243.73+0.0201985d
2021-01-11 08:30:00 PST,+208905+4401.39j,+2400.86+1.09501j,+5684.74+6.10016j,+52561.7+600.246j,+141441+3772.74j,+6806.86+8.76936j,+200.008+0.00094306d,+280.016+0.00132035d,+480.047+0.00226374d,+240.012+0.0011317d,+200.008+0.00094306d,+440.04+0.00207504d,+360.027+0.00169768d,+200.008+0.00094306d,+560.064+0.00264276d,+760.119+0.00358705d,+640.084+0.00302045d,+600.074+0.0028316d,+680.095+0.00320931d,+560.064+0.00264276d,+1160.28+0.00547632d,+720.107+0.00339817d,+520.056+0.00247566d,+800.133+0.00380937d,+600.075+0.00285667d,+760.12+0.00361881d,+4323.88+0.0206158d,+17826.4+0.0854754d,+5887.2+0.0280878d
2021-01-11 08:45:00 PST,+207365+4416.55j,+1840.52+0.647247j,+5564.56+5.84546j,+51064.4+572.507j,+142359+3816.95j,+6526.49+8.1268j,+120.003+0.000564691d,+200.008+0.000941199d,+440.04+0.00207094d,+160.005+0.000752941d,+280.016+0.00131774d,+320.021+0.00150603d,+160.005+0.000752941d,+160.005+0.000752941d,+480.047+0.00226082d,+600.074+0.00282624d,+880.159+0.00414587d,+800.131+0.00376878d,+1080.24+0.00508874d,+480.047+0.00226082d,+720.106+0.00339174d,+520.055+0.00244929d,+640.085+0.00304058d,+640.085+0.00304058d,+800.132+0.0038011d,+760.12+0.00361096d,+5045.28+0.0240103d,+19721.1+0.0944288d,+3001.87+0.0142737d
2021-01-11 09:00:00 PST,+197286+4146.08j,+2962.16+2.00431j,+6887.07+8.98031j,+36273.7+296.298j,+142463+3812.86j,+8690.83+14.1299j,+160.005+0.000752641d,+160.005+0.000752641d,+1760.64+0.00828723d,+160.005+0.000752641d,+240.012+0.00112902d,+160.005+0.000752641d,+160.005+0.000752641d,+160.005+0.000752641d,+640.084+0.00301364d,+920.174+0.00433286d,+920.174+0.00433286d,+760.118+0.00357897d,+1560.5+0.00734992d,+840.145+0.0039559d,+720.106+0.00339052d,+520.055+0.0024484d,+840.146+0.00397768d,+720.107+0.00340919d,+800.132+0.00378818d,+480.048+0.00227246d,+2361.15+0.0111859d,+17020.2+0.0811252d,+920.175+0.00435673d
2021-01-11 09:15:00 PST,+216664+4274.79j,+3081.73+1.92509j,+8451.25+13.7824j,+59552.5+730.051j,+136237+3500.58j,+9332.55+16.3368j,+160.005+0.00075383d,+320.021+0.00150781d,+1200.3+0.00565736d,+120.003+0.000565358d,+400.033+0.00188486d,+160.005+0.00075383d,+200.008+0.000942311d,+520.056+0.00245049d,+720.107+0.00339679d,+1600.53+0.00755252d,+720.107+0.00339679d,+600.074+0.00283045d,+2321.11+0.010956d,+800.132+0.0037744d,+840.145+0.00396321d,+840.145+0.00396321d,+920.176+0.00438282d,+1000.21+0.00476417d,+560.065+0.0026672d,+800.133+0.00381086d,+12070.4+0.0577592d,+16295.5+0.0781154d,+18189.2+0.0872625d
2021-01-11 09:30:00 PST,+202138+3751.5j,+3001.4+1.72895j,+6887.18+9.03054j,+55578.3+664.49j,+127170+3048.8j,+9493.04+16.9142j,+480.047+0.00225941d,+280.016+0.00131783d,+760.118+0.00357802d,+440.04+0.00207108d,+160.005+0.00075299d,+160.005+0.00075299d,+400.033+0.00188275d,+320.021+0.00150613d,+680.095+0.00320353d,+1120.26+0.00527783d,+600.074+0.00282651d,+600.074+0.00282651d,+1680.58+0.00791948d,+640.084+0.00301501d,+760.119+0.00358059d,+800.131+0.00376914d,+840.146+0.00399406d,+920.175+0.00437467d,+480.048+0.00228181d,+400.033+0.00190142d,+16899.5+0.08088d,+16980.1+0.0812684d,+17947.2+0.0859317d
2021-01-11 09:45:00 PST,+196483+3532.41j,+2601.25+1.3792j,+7728.76+11.255j,+53196.6+605.984j,+123657+2887.7j,+9292.42+16.1701j,+320.021+0.0015052d,+160.005+0.000752527d,+1080.24+0.00508245d,+200.008+0.000940683d,+160.005+0.000752527d,+160.005+0.000752527d,+360.027+0.0016934d,+160.005+0.000752527d,+720.106+0.00339076d,+880.159+0.00414467d,+880.159+0.00414467d,+800.131+0.0037677d,+1440.43+0.00678453d,+1360.38+0.0064073d,+720.106+0.00339076d,+920.174+0.00433317d,+1040.22+0.00494072d,+760.12+0.00360989d,+720.107+0.00341982d,+760.12+0.00360989d,+15973.1+0.07634d,+16335.6+0.078084d,+16859.2+0.0806047d
2021-01-11 10:00:00 PST,+193919+3380.23j,+2400.97+1.13233j,+8370.45+13.2458j,+52581.5+574.479j,+120825+2764.05j,+9733.93+17.8298j,+160.005+0.000750455d,+280.016+0.00131339d,+800.131+0.00375375d,+320.021+0.00150106d,+160.005+0.000750455d,+400.033+0.00187641d,+120.003+0.000562827d,+160.005+0.000750455d,+1240.31+0.00582629d,+840.144+0.00394587d,+640.084+0.00300601d,+840.144+0.00394587d,+1720.61+0.00808402d,+1520.47+0.00714314d,+680.095+0.00319396d,+880.158+0.00413387d,+760.119+0.00359954d,+760.119+0.00359954d,+880.16+0.0041682d,+560.065+0.00265197d,+15932.7+0.0759257d,+16214.6+0.0772781d,+12432+0.0591573d
2021-01-11 10:15:00 PST,+175120+3068.73j,+2160.87+0.95105j,+6806.82+8.71693j,+36616.6+308.016j,+120036+2725.61j,+9493+16.8452j,+160.005+0.00074955d,+200.008+0.000936961d,+920.173+0.00431193d,+160.005+0.00074955d,+120.003+0.000562149d,+280.016+0.00131181d,+160.005+0.00074955d,+160.005+0.00074955d,+680.094+0.00318933d,+840.144+0.00394015d,+640.084+0.00300165d,+640.084+0.00300165d,+1280.33+0.00600566d,+1280.33+0.00600566d,+600.074+0.00281398d,+840.144+0.00394015d,+640.084+0.00301836d,+1200.3+0.00566138d,+680.095+0.00320709d,+800.132+0.00377333d,+15892.2+0.0754146d,+16174.1+0.0767612d,+640.084+0.00301836d
2021-01-11 10:30:00 PST,+175810+3033.9j,+2921.41+1.6661j,+6566.57+8.19719j,+37790+324.582j,+118952+2673.85j,+9573.18+17.1114j,+200.008+0.000936637d,+320.021+0.00149873d,+920.173+0.00431043d,+160.005+0.000749291d,+560.064+0.00262316d,+240.012+0.00112399d,+160.005+0.000749291d,+360.026+0.00168611d,+720.106+0.00337523d,+920.173+0.00431333d,+280.016+0.00131224d,+640.084+0.00300006d,+1000.2+0.00468863d,+840.144+0.00393806d,+560.064+0.00262492d,+1600.52+0.00750457d,+680.095+0.00320623d,+880.159+0.00414974d,+760.119+0.0035836d,+480.047+0.00226294d,+16214.3+0.0769327d,+16214.3+0.0769327d,+640.084+0.00301755d
2021-01-11 10:45:00 PST,+182188+3278.74j,+3081.46+1.81308j,+6566.22+8.06686j,+40175.4+359.066j,+123667+2886.37j,+8691.1+14.2096j,+400.033+0.00187612d,+280.016+0.00131319d,+800.131+0.00375317d,+440.04+0.00206379d,+240.012+0.00112556d,+160.005+0.000750339d,+320.021+0.00150083d,+440.04+0.00206379d,+640.084+0.00300417d,+1000.2+0.00469505d,+800.131+0.00375558d,+720.106+0.00337985d,+1000.2+0.00469505d,+680.095+0.00319201d,+680.095+0.00319201d,+1040.22+0.00488297d,+800.132+0.00377919d,+680.095+0.00321208d,+1120.26+0.00529191d,+2120.57+0.00612591d,+16657.5+0.0791949d,+16214.4+0.0770744d,+1840.7+0.00869773d
2021-01-11 11:00:00 PST,+191401+3384.09j,+2601.32+1.40345j,+6125.4+7.01505j,+54058.2+593.695j,+120480+2759.98j,+8129.85+12.4978j,+160.005+0.000750838d,+160.005+0.000750838d,+1160.28+0.00544693d,+160.005+0.000750838d,+160.005+0.000750838d,+160.005+0.000750838d,+440.04+0.00206516d,+200.008+0.000938571d,+760.118+0.00357012d,+640.084+0.00300619d,+560.064+0.00263029d,+760.118+0.00357012d,+920.173+0.00432215d,+800.131+0.00375811d,+760.118+0.00357012d,+920.173+0.00432215d,+640.085+0.00303326d,+800.132+0.00379195d,+1040.22+0.00493026d,+4883.69+0.0173549d,+16093.8+0.076757d,+16335.5+0.0779172d,+5085.35+0.024143d
2021-01-11 11:15:00 PST,+176181+2874.02j,+2040.7+0.817689j,+5324.07+5.29108j,+49439.3+523.894j,+110720+2321.76j,+8651.42+14.2441j,+240.012+0.00112485d,+160.005+0.000749865d,+720.106+0.00337554d,+160.005+0.000749865d,+160.005+0.000749865d,+200.008+0.000937354d,+240.012+0.00112485d,+160.005+0.000749865d,+480.047+0.00225139d,+600.074+0.00281444d,+600.074+0.00281444d,+760.118+0.00356531d,+760.118+0.00356531d,+720.106+0.00337758d,+680.094+0.00318986d,+720.106+0.00337758d,+560.065+0.00264847d,+920.174+0.00435203d,+1800.67+0.00851947d,+4523.31+0.0167764d,+16295.1+0.0775612d,+20285.5+0.0967157d,+3362.33+0.0159184d
2021-01-11 11:30:00 PST,+190323+3228.87j,+1680.42+0.532825j,+5925.25+6.63915j,+56300.4+658.218j,+115833+2533.27j,+10576.7+21.1474j,+240.012+0.00112489d,+200.008+0.000937388d,+240.012+0.00112489d,+200.008+0.000937388d,+120.003+0.000562405d,+360.026+0.00168746d,+120.003+0.000562405d,+200.008+0.000937388d,+840.144+0.00394166d,+760.118+0.00356609d,+280.016+0.00131343d,+840.144+0.00394166d,+800.131+0.00375387d,+760.118+0.00356609d,+400.033+0.00187647d,+1240.31+0.00582006d,+880.16+0.00416854d,+760.119+0.00359983d,+1400.4+0.0066339d,+4202.71+0.0147852d,+16295.1+0.0776709d,+20689.1+0.0987959d,+3001.86+0.0142296d
2021-01-11 11:45:00 PST,+149183+1938.54j,+2320.81+1.01514j,+9253.43+16.3903j,+32026.5+222.653j,+93391.9+1663.53j,+12186.1+29.5717j,+240.012+0.00111953d,+440.039+0.00205272d,+200.008+0.000932919d,+280.016+0.00130615d,+440.039+0.00205272d,+160.005+0.000746317d,+160.005+0.000746317d,+400.033+0.00186606d,+3201.3+0.00935683d,+720.106+0.00336385d,+880.158+0.00411177d,+840.144+0.00392478d,+960.188+0.00448579d,+800.13+0.00373779d,+560.064+0.00261607d,+1280.33+0.00598222d,+720.106+0.00337806d,+680.095+0.00319031d,+1640.55+0.00769882d,+920.088+0.002195d,+16294.6+0.0769299d,+6207.89+0.0291871d,+1960.79+0.00920283d
2021-01-11 12:00:00 PST,+114080+1082.99j,+3041.44+1.7648j,+8250.39+12.892j,+28411.1+188.114j,+67006.4+867.027j,+7368.26+10.2734j,+360.026+0.00167547d,+280.016+0.00130308d,+1080.12+0.00260028d,+440.039+0.0020479d,+160.005+0.000744564d,+200.008+0.000930727d,+280.016+0.00130308d,+240.012+0.0011169d,+2680.8+0.006864d,+480.047+0.00223626d,+440.039+0.00204985d,+720.105+0.00335487d,+1040.22+0.00484687d,+1000.2+0.00466034d,+960.187+0.00447382d,+920.172+0.0042873d,+640.083+0.00299309d,+880.158+0.0041161d,+1760.63+0.00823663d,+920.172+0.0043033d,+17422.3+0.0820303d,+600.073+0.00280595d,+920.172+0.0043033d
2021-01-11 12:15:00 PST,+94520.1+580.869j,+5849.65+8.23672j,+12068.1+29.8582j,+31179.8+212.231j,+40017.3+323.662j,+5404.15+5.39404j,+160.005+0.000741771d,+160.005+0.000741771d,+4242.76+0.0149168d,+160.005+0.000741771d,+240.012+0.00111271d,+280.016+0.00129819d,+320.021+0.00148369d,+280.016+0.00129819d,+5845.57+0.0218898d,+480.047+0.00222827d,+520.055+0.00241402d,+1320.35+0.00613087d,+880.157+0.00408615d,+1000.2+0.0046437d,+1000.2+0.0046437d,+1000.2+0.0046437d,+960.187+0.00447355d,+840.143+0.00391407d,+1520.47+0.00708554d,+680.094+0.00316822d,+15730.5+0.0737323d,+680.094+0.00316822d,+2601.37+0.012128d
2021-01-11 12:30:00 PST,+93358.3+582.403j,+4927.06+5.93145j,+12229.7+31.013j,+34472.8+261.14j,+35722.3+276.169j,+6005.27+6.7201j,+160.005+0.000741906d,+160.005+0.000741906d,+3522.24+0.0146021d,+160.005+0.000741906d,+280.016+0.00129843d,+200.008+0.000927404d,+200.008+0.000927404d,+240.012+0.00111291d,+6325.88+0.021353d,+640.083+0.00297244d,+400.032+0.00185751d,+880.157+0.0040877d,+1160.27+0.00538925d,+800.13+0.00371591d,+800.13+0.00371591d,+1200.29+0.00557522d,+960.187+0.00447785d,+600.073+0.00279804d,+1680.57+0.00783968d,+680.094+0.00317127d,+17945.9+0.0842742d,+1840.69+0.00858716d,+2241.02+0.0104565d
2021-01-11 12:45:00 PST,+99598.2+685.311j,+4445.3+4.64683j,+13833.8+37.9799j,+35916.6+291.652j,+39596.5+343.132j,+5804.83+6.24122j,+160.005+0.000741761d,+160.005+0.000741761d,+3001.55+0.011881d,+160.005+0.000741761d,+160.005+0.000741761d,+360.026+0.00166917d,+280.016+0.00129818d,+160.005+0.000741761d,+5885.66+0.0220848d,+960.187+0.00446037d,+920.171+0.00427442d,+960.187+0.00446037d,+1160.27+0.00539027d,+1400.4+0.00650644d,+960.187+0.00446037d,+1560.49+0.00725074d,+920.172+0.00429188d,+840.143+0.00391848d,+1320.35+0.00615942d,+840.143+0.00391848d,+20566.7+0.0967018d,+1040.22+0.00485205d,+3001.83+0.0140131d
2021-01-11 13:00:00 PST,+97407.7+680.589j,+3722.65+2.83062j,+12145.8+29.1744j,+31347.8+232.888j,+44545.7+408.112j,+5644.55+5.89367j,+320.021+0.00148388d,+320.021+0.00148388d,+1800.5+0.00642336d,+160.005+0.000741867d,+320.021+0.00148388d,+240.012+0.00111285d,+160.005+0.000741867d,+400.032+0.00185494d,+4683.34+0.0163787d,+760.117+0.00353057d,+480.047+0.00222945d,+2761.54+0.0128371d,+880.157+0.00408832d,+840.143+0.0039024d,+680.094+0.00315878d,+1040.22+0.00483213d,+760.117+0.0035431d,+1120.25+0.00522255d,+1040.22+0.00484928d,+1000.2+0.00466265d,+19880.9+0.0933973d,+680.094+0.00316999d,+560.064+0.00261039d
2021-01-11 13:15:00 PST,+92450.8+633.337j,+4082.88+3.28888j,+8490.73+13.5258j,+28769.1+189.706j,+45622.5+419.635j,+5484.27+5.5602j,+480.047+0.00222933d,+400.032+0.00185768d,+1720.42+0.00557294d,+480.047+0.00222933d,+240.012+0.0011145d,+160.005+0.000742965d,+320.021+0.00148607d,+280.016+0.00130028d,+1720.35+0.00462521d,+520.055+0.00241711d,+680.094+0.00316114d,+2000.81+0.00930493d,+760.117+0.00353321d,+960.187+0.00446354d,+680.094+0.00316114d,+1160.27+0.0053941d,+920.172+0.00429347d,+1000.2+0.00466704d,+760.117+0.00354643d,+2281.06+0.0106492d,+17099.8+0.0803165d,+760.117+0.00354643d,+600.073+0.00279954d
2021-01-11 13:30:00 PST,+97394+694.883j,+4284.19+4.02994j,+7568.31+10.6605j,+31243.5+222.523j,+46928.3+445.546j,+7368.49+10.3512j,+160.005+0.000743349d,+200.008+0.000929209d,+2800.8+0.00656079d,+320.021+0.00148684d,+160.005+0.000743349d,+160.005+0.000743349d,+320.021+0.00148684d,+160.005+0.000743349d,+1360.37+0.00632687d,+680.094+0.00316213d,+600.073+0.00278998d,+1200.29+0.00558199d,+1000.2+0.00465109d,+1040.22+0.00483725d,+640.083+0.00297605d,+1040.22+0.00483725d,+800.13+0.00373669d,+960.188+0.00448447d,+1120.26+0.0052324d,+1640.55+0.00766416d,+18349+0.0863098d,+1880.72+0.00878703d,+640.083+0.00298906d
2021-01-11 13:45:00 PST,+77588.9+407.784j,+2240.92+1.00885j,+6445.87+7.66648j,+26568.6+157.813j,+30945.4+212.761j,+11387.4+27.5504j,+160.005+0.000742176d,+160.005+0.000742176d,+1120.13+0.0026519d,+80.0013+0.000371069d,+160.005+0.000742176d,+160.005+0.000742176d,+160.005+0.000742176d,+240.012+0.00111332d,+720.105+0.0033435d,+720.105+0.0033435d,+880.157+0.00408689d,+760.117+0.00352933d,+840.143+0.00390103d,+840.143+0.00390103d,+760.117+0.00352933d,+920.171+0.00427276d,+760.117+0.00354241d,+800.13+0.00372894d,+800.13+0.00372894d,+1600.52+0.00746152d,+14241.4+0.0667359d,+640.083+0.00298286d,+640.083+0.00298286d
2021-01-11 14:00:00 PST,+85387+493.989j,+3402.33+2.41466j,+6285.8+7.37229j,+22143.1+103.975j,+41244.7+347.52j,+12310.1+31.4268j,+160.005+0.000741944d,+160.005+0.000741944d,+1880.42+0.00507598d,+160.005+0.000741944d,+240.012+0.00111297d,+400.032+0.00185513d,+120.003+0.000556444d,+280.016+0.0012985d,+1400.4+0.00650031d,+600.073+0.0027845d,+400.032+0.00185611d,+800.129+0.00371311d,+760.117+0.00352737d,+800.129+0.00371311d,+720.105+0.00334164d,+800.129+0.00371311d,+1600.52+0.00745147d,+720.105+0.00335136d,+880.157+0.00409651d,+1200.29+0.00558724d,+6648.98+0.031019d,+680.094+0.0031651d,+640.083+0.00297885d
2021-01-11 14:15:00 PST,+66911.9+317.368j,+5246.56+6.1379j,+5364.15+5.33065j,+16613.5+56.63j,+33721.9+241.859j,+5965.17+6.60733j,+120.003+0.000555086d,+320.021+0.00148041d,+3121.82+0.0133891d,+160.005+0.000740134d,+440.039+0.00203571d,+360.026+0.0016655d,+320.021+0.00148041d,+400.032+0.0018506d,+480.046+0.00222088d,+520.054+0.00240601d,+600.073+0.0027763d,+920.171+0.00425782d,+800.129+0.00370218d,+760.116+0.00351699d,+400.032+0.00185064d,+880.156+0.0040726d,+1240.31+0.00575171d,+560.063+0.00259647d,+720.105+0.00333865d,+920.171+0.00426657d,+3001.82+0.0139303d,+600.073+0.002782d,+2241.01+0.0103965d
2021-01-11 14:30:00 PST,+78875.6+485.467j,+4644.07+4.38252j,+4923.44+4.46998j,+15488.1+49.876j,+45568.2+412.428j,+8250.81+13.0136j,+560.063+0.00259307d,+320.021+0.00148154d,+2200.76+0.00793168d,+480.046+0.00222252d,+280.016+0.00129632d,+160.005+0.000740698d,+360.026+0.00166677d,+280.016+0.00129632d,+760.117+0.00351977d,+560.063+0.0025932d,+720.105+0.00333444d,+520.055+0.00240792d,+720.105+0.00333444d,+520.055+0.00240792d,+520.055+0.00240792d,+600.073+0.0027785d,+800.129+0.00371226d,+640.083+0.00296952d,+880.157+0.00408369d,+1520.47+0.00705639d,+3442.4+0.0159884d,+720.105+0.00334088d,+480.047+0.00222693d
2021-01-11 14:45:00 PST,+72434.6+379.918j,+3162.04+2.08992j,+11184.6+25.7784j,+14396.5+41.041j,+38647.2+305.331j,+5043.61+4.68588j,+280.016+0.00129421d,+120.003+0.000554606d,+1800.36+0.00462584d,+160.005+0.000739493d,+160.005+0.000739493d,+160.005+0.000739493d,+320.021+0.00147913d,+160.005+0.000739493d,+5605.13+0.0210292d,+720.105+0.00333372d,+760.117+0.00351901d,+720.105+0.00333372d,+1000.2+0.00463095d,+760.117+0.00351901d,+760.117+0.00351901d,+840.142+0.00388962d,+1000.2+0.00463367d,+680.093+0.00315028d,+760.117+0.00352107d,+1320.35+0.00611763d,+1680.57+0.00778777d,+680.093+0.00315028d,+2881.68+0.0133602d
2021-01-11 15:00:00 PST,+55958.8+180.899j,+2441.13+1.21082j,+10945+25.2479j,+13831.3+36.8854j,+24097.9+113.094j,+4643.07+3.9718j,+160.005+0.000738329d,+280.016+0.00129217d,+1120.23+0.0048151d,+240.012+0.00110755d,+160.005+0.000738329d,+160.005+0.000738329d,+160.005+0.000738329d,+160.005+0.000738329d,+5845.7+0.0223866d,+520.054+0.0024038d,+400.032+0.00184894d,+760.116+0.00351375d,+640.082+0.00295873d,+880.156+0.00406885d,+840.142+0.00388381d,+1040.22+0.00480911d,+920.171+0.00425613d,+920.171+0.00425613d,+560.063+0.00259013d,+1080.24+0.00499681d,+3482.45+0.0161243d,+680.093+0.00314538d,+2761.54+0.0127826d
2021-01-11 15:15:00 PST,+53387.2+158.184j,+2481.27+1.28935j,+11585.6+27.288j,+13878+39.6443j,+20558.8+85.1818j,+4883.35+4.36692j,+120.003+0.000552329d,+200.008+0.000920593d,+1240.31+0.00571125d,+280.016+0.00128889d,+80.0013+0.000368211d,+200.008+0.000920593d,+160.005+0.000736457d,+200.008+0.000920593d,+5484.94+0.0206947d,+640.082+0.00295154d,+1080.23+0.00498205d,+480.046+0.00221344d,+720.104+0.00332064d,+960.185+0.00442817d,+520.054+0.00239795d,+1680.57+0.00775266d,+680.093+0.00313739d,+520.054+0.00239895d,+760.116+0.00350667d,+1200.29+0.00553832d,+5005.04+0.0231294d,+600.072+0.00276816d,+280.016+0.00129156d
2021-01-11 15:30:00 PST,+59579.5+203.864j,+3522.35+2.5135j,+9132.42+15.5537j,+17417.8+61.612j,+24823.5+119.599j,+4683.13+4.03518j,+160.005+0.000736221d,+360.026+0.0016567d,+1560.49+0.00718421d,+160.005+0.000736221d,+280.016+0.00128848d,+400.032+0.00184082d,+160.005+0.000736221d,+440.039+0.00202495d,+1760.31+0.00409006d,+880.155+0.00405508d,+1120.25+0.00516176d,+520.054+0.00239567d,+960.185+0.00442394d,+1160.27+0.00534624d,+440.039+0.00202701d,+2281.04+0.0105152d,+560.063+0.0025839d,+760.116+0.00350714d,+1120.25+0.00516954d,+1280.33+0.00590862d,+4884.8+0.0225757d,+1640.54+0.00757206d,+400.032+0.00184546d
